Model,Year of Production,Number of Engines,Engine Type,Capacity,Range in km,Fuel consumption in (L/hour),Maintenance cost per hour,Age,Sales Region,Price in USD
Bombardier CRJ200,2008,2,Turbofan,50,3000,13.57,1802.61,17,Africa,19978800.15
Cessna 172,2013,1,Piston,4,1285,20.76,996.1,12,Asia,348493.72
Airbus A350,2020,2,Turbofan,350,14800,5.46,4813.33,5,Australia,634652823.49
Airbus A350,2022,2,Turbofan,350,14800,5.03,1080.83,3,Asia,683930526.25
Airbus A320,2016,2,Turbofan,180,6300,7.92,3390.47,9,Europe,120896972.37
Boeing 737,2020,2,Turbofan,162,5700,12.19,4109.52,5,North America,121053672.57
Boeing 737,1998,2,Turbofan,162,5700,6.99,597.15,27,Africa,66325232.96
Boeing 737,2009,2,Turbofan,162,5700,7.93,1563.82,16,North America,93817532.25
Boeing 777,2023,2,Turbofan,396,15600,6.83,1330.2,2,North America,742111634.47
Boeing 777,1995,2,Turbofan,396,15600,9.06,3716.92,30,North America,398901692.17
Airbus A350,2020,2,Turbofan,350,14800,10.8,1355.69,5,North America,790669027.55
Cessna 172,2021,1,Piston,4,1285,49.18,3576.53,4,North America,423077.96
Bombardier CRJ200,2005,2,Turbofan,50,3000,6.24,1297.46,20,North America,13496831.9
Airbus A320,2011,2,Turbofan,180,6300,6.38,599.99,14,Asia,121025846.88
Boeing 777,2002,2,Turbofan,396,15600,2.57,4394.17,23,South America,530728261.46
Boeing 737,2020,2,Turbofan,162,5700,3.68,2782.93,5,Africa,128070897.05
Boeing 777,2019,2,Turbofan,396,15600,6.65,4422.19,6,Africa,654139776.67
Airbus A320,1996,2,Turbofan,180,6300,14.51,3888.89,29,Australia,71780126.13
Airbus A350,2002,2,Turbofan,350,14800,8.43,2763.81,23,North America,409813163.16
Airbus A350,2003,2,Turbofan,350,14800,11.53,1287.26,22,Europe,396532455.65
Airbus A320,2000,2,Turbofan,180,6300,9.33,1993.93,25,Asia,80435056.58
Boeing 777,2012,2,Turbofan,396,15600,14.07,4616.11,13,Australia,625211737.49
Bombardier CRJ200,2015,2,Turbofan,50,3000,2.23,3575.42,10,North America,24755634.29
Cessna 172,2014,1,Piston,4,1285,49.84,4975.94,11,Europe,372625.33
Airbus A350,2019,2,Turbofan,350,14800,2.83,4359.25,6,Australia,693688926.96
Boeing 737,2018,2,Turbofan,162,5700,8.02,1938.51,7,Australia,109757747.27
Airbus A350,1996,2,Turbofan,350,14800,2.49,4359.28,29,Europe,336323378.34
Bombardier CRJ200,2001,2,Turbofan,50,3000,3.63,1178.95,24,South America,13143713.22
Boeing 777,2005,2,Turbofan,396,15600,13.47,4617.75,20,Europe,495718547.52
Boeing 777,2019,2,Turbofan,396,15600,14.89,2725.26,6,South America,782412719.08
Boeing 737,2000,2,Turbofan,162,5700,5.05,697.31,25,Europe,61279460.49
Airbus A320,2008,2,Turbofan,180,6300,11.52,4433.21,17,Australia,116978575.01
Boeing 777,1995,2,Turbofan,396,15600,3.96,4781.32,30,Asia,415581771.19
Cessna 172,2010,1,Piston,4,1285,33.22,2739.77,15,Africa,345892.37
Airbus A350,2015,2,Turbofan,350,14800,11.37,3930.89,10,South America,596031697.35
Airbus A320,2013,2,Turbofan,180,6300,4.09,1908.45,12,South America,146305937.48
Airbus A350,2020,2,Turbofan,350,14800,9.74,4531.48,5,South America,712514279.42
Airbus A350,1996,2,Turbofan,350,14800,6.39,1489.9,29,Australia,420187430.43
Boeing 777,1996,2,Turbofan,396,15600,14.65,2216.92,29,Africa,419164019.22
Boeing 777,2003,2,Turbofan,396,15600,2.34,2280.2,22,Europe,475789605.03
Boeing 777,2014,2,Turbofan,396,15600,14.29,1509.56,11,North America,653913553.73
Bombardier CRJ200,1995,2,Turbofan,50,3000,13.17,896.42,30,South America,13109423.13
Cessna 172,2010,1,Piston,4,1285,35.55,2794.45,15,South America,298855.66
Airbus A320,2002,2,Turbofan,180,6300,12.22,4105.91,23,Australia,95767605.59
Bombardier CRJ200,2021,2,Turbofan,50,3000,9.58,1398.42,4,South America,20628927.15
Airbus A320,2009,2,Turbofan,180,6300,14.96,3548.46,16,North America,110872120.31
Cessna 172,2008,1,Piston,4,1285,45.88,3816.41,17,Africa,281026.84
Cessna 172,2007,1,Piston,4,1285,44.09,761.69,18,Asia,283048.26
Airbus A350,2015,2,Turbofan,350,14800,2.83,4811.51,10,Australia,529733464.19
Boeing 737,2002,2,Turbofan,162,5700,6.03,3981.79,23,Africa,82556440.95
Bombardier CRJ200,2002,2,Turbofan,50,3000,9.55,3998.18,23,Asia,15405916.31
Bombardier CRJ200,1997,2,Turbofan,50,3000,2.17,3151.13,28,South America,10975935.06
Cessna 172,2011,1,Piston,4,1285,27.98,2370.89,14,Africa,229450.65
Airbus A320,2022,2,Turbofan,180,6300,9.74,4981.58,3,Africa,138859348.91
Boeing 777,2014,2,Turbofan,396,15600,12.0,4036.42,11,Australia,570192712.08
Bombardier CRJ200,1999,2,Turbofan,50,3000,8.5,3758.34,26,North America,10716949.23
Airbus A320,2016,2,Turbofan,180,6300,11.27,3067.57,9,South America,124941718.53
Bombardier CRJ200,2017,2,Turbofan,50,3000,6.45,2783.92,8,North America,19913405.91
Boeing 737,2019,2,Turbofan,162,5700,6.78,2793.88,6,Asia,117891871.95
Bombardier CRJ200,2002,2,Turbofan,50,3000,7.49,2906.0,23,South America,14738013.05
Boeing 737,2013,2,Turbofan,162,5700,9.0,4660.9,12,Africa,70117520.83
Airbus A320,1995,2,Turbofan,180,6300,10.71,2160.63,30,South America,73493393.37
Bombardier CRJ200,2011,2,Turbofan,50,3000,2.35,2495.28,14,Australia,19521747.24
Boeing 737,2001,2,Turbofan,162,5700,9.55,2812.57,24,Asia,73543773.64
Boeing 737,2005,2,Turbofan,162,5700,4.87,1233.21,20,South America,78038127.99
Bombardier CRJ200,2023,2,Turbofan,50,3000,8.78,4676.65,2,Africa,20523063.83
Airbus A350,2004,2,Turbofan,350,14800,5.46,1364.44,21,Australia,531659472.49
Airbus A350,1996,2,Turbofan,350,14800,9.94,3723.32,29,Africa,355351433.36
Boeing 777,2021,2,Turbofan,396,15600,2.97,1936.85,4,Australia,695498604.15
Boeing 737,2001,2,Turbofan,162,5700,2.58,1185.17,24,Africa,76192380.4
Boeing 737,2013,2,Turbofan,162,5700,3.61,2027.49,12,North America,97396355.49
Boeing 737,2018,2,Turbofan,162,5700,14.96,3405.62,7,Asia,105441750.37
Boeing 737,2013,2,Turbofan,162,5700,5.15,2315.69,12,Asia,111346725.29
Boeing 737,2000,2,Turbofan,162,5700,13.89,4508.41,25,Africa,80961535.12
Cessna 172,2003,1,Piston,4,1285,25.42,3341.75,22,Asia,260827.85
Cessna 172,2011,1,Piston,4,1285,20.77,2969.57,14,Europe,362422.22
Boeing 737,2023,2,Turbofan,162,5700,10.65,1491.11,2,Europe,130893595.19
Cessna 172,2003,1,Piston,4,1285,24.46,2360.71,22,South America,273561.34
Airbus A320,2008,2,Turbofan,180,6300,11.64,3820.77,17,Australia,92716430.41
Airbus A320,2012,2,Turbofan,180,6300,9.17,4663.2,13,Europe,131961500.94
Boeing 737,2014,2,Turbofan,162,5700,8.66,725.48,11,Asia,100417467.58
Boeing 777,1998,2,Turbofan,396,15600,11.77,2667.67,27,Asia,360922883.12
Boeing 777,2023,2,Turbofan,396,15600,9.43,4667.6,2,Europe,738241872.1
Cessna 172,2013,1,Piston,4,1285,17.72,971.1,12,Europe,296247.35
Boeing 737,2011,2,Turbofan,162,5700,11.82,4485.2,14,Europe,114281085.34
Boeing 777,2009,2,Turbofan,396,15600,8.44,4692.1,16,Australia,630786835.53
Cessna 172,2004,1,Piston,4,1285,12.77,3624.01,21,Africa,243686.67
Boeing 737,2022,2,Turbofan,162,5700,3.54,2081.12,3,South America,139512368.23
Boeing 737,2001,2,Turbofan,162,5700,4.41,1160.86,24,Europe,76210022.88
Boeing 737,2002,2,Turbofan,162,5700,7.91,4307.93,23,Asia,73495869.83
Airbus A350,2022,2,Turbofan,350,14800,4.51,3988.14,3,Australia,673626233.19
Boeing 737,2022,2,Turbofan,162,5700,8.37,3735.09,3,Australia,125634870.24
Boeing 777,2013,2,Turbofan,396,15600,11.56,889.18,12,South America,741387576.44
Cessna 172,2014,1,Piston,4,1285,46.14,4249.53,11,South America,404420.17
Airbus A350,2014,2,Turbofan,350,14800,4.02,3884.2,11,Australia,637283314.92
Airbus A320,1998,2,Turbofan,180,6300,2.92,1238.99,27,North America,76068052.67
Airbus A320,2008,2,Turbofan,180,6300,7.6,4990.54,17,Europe,87884452.56
Boeing 777,2020,2,Turbofan,396,15600,11.01,3768.09,5,Africa,884829230.98
Airbus A350,2007,2,Turbofan,350,14800,6.66,4992.13,18,Africa,527725704.43
Boeing 737,2011,2,Turbofan,162,5700,6.97,4533.64,14,Asia,104656045.74
Cessna 172,2010,1,Piston,4,1285,24.83,593.44,15,South America,293646.97
Airbus A350,1999,2,Turbofan,350,14800,5.75,3226.34,26,Africa,408020184.31
Boeing 777,2023,2,Turbofan,396,15600,12.38,4086.47,2,Australia,806152740.02
Boeing 737,2013,2,Turbofan,162,5700,12.52,1780.55,12,Asia,117100740.48
Cessna 172,2016,1,Piston,4,1285,36.1,3588.06,9,South America,330804.66
Airbus A320,2021,2,Turbofan,180,6300,3.3,2370.21,4,North America,150702899.37
Airbus A350,2012,2,Turbofan,350,14800,12.84,1004.89,13,South America,587301088.54
Airbus A320,2012,2,Turbofan,180,6300,3.9,3128.09,13,North America,120235528.65
Boeing 737,2009,2,Turbofan,162,5700,10.9,2906.95,16,Europe,101462200.05
Airbus A320,2000,2,Turbofan,180,6300,8.12,4412.57,25,Asia,83311565.22
Airbus A320,2016,2,Turbofan,180,6300,3.62,2644.01,9,Australia,152316929.37
Boeing 737,1998,2,Turbofan,162,5700,7.57,1413.17,27,Asia,65733071.88
Airbus A320,2022,2,Turbofan,180,6300,14.4,583.61,3,North America,182520204.59
Airbus A320,2004,2,Turbofan,180,6300,5.39,4301.67,21,Europe,103927838.73
Boeing 777,2005,2,Turbofan,396,15600,8.54,932.05,20,Asia,518645975.34
Airbus A320,2019,2,Turbofan,180,6300,2.86,786.48,6,Australia,160007039.33
Boeing 777,2007,2,Turbofan,396,15600,7.32,692.35,18,Australia,492533424.15
Cessna 172,2020,1,Piston,4,1285,37.48,3409.11,5,North America,428146.37
Airbus A320,2021,2,Turbofan,180,6300,9.81,1648.41,4,Australia,145161793.42
Boeing 777,2006,2,Turbofan,396,15600,10.05,2015.22,19,Australia,627002478.06
Boeing 737,2006,2,Turbofan,162,5700,7.55,4900.31,19,Africa,77382476.63
Airbus A350,1997,2,Turbofan,350,14800,9.19,842.98,28,Europe,286341024.1
Airbus A350,1996,2,Turbofan,350,14800,3.58,1979.14,29,South America,367339525.13
Boeing 737,2020,2,Turbofan,162,5700,3.37,2308.03,5,Australia,119195921.38
Airbus A320,2011,2,Turbofan,180,6300,7.68,2738.35,14,Asia,119023076.79
Airbus A320,2014,2,Turbofan,180,6300,10.99,2878.32,11,North America,96608175.87
Airbus A320,1996,2,Turbofan,180,6300,6.91,3700.43,29,Australia,64290272.18
Bombardier CRJ200,2005,2,Turbofan,50,3000,7.89,2914.41,20,North America,13556193.25
Cessna 172,1998,1,Piston,4,1285,37.85,4503.18,27,North America,220133.84
Cessna 172,1996,1,Piston,4,1285,35.43,4869.46,29,Asia,225962.9
Boeing 737,2005,2,Turbofan,162,5700,4.06,4835.98,20,Europe,82102494.01
Boeing 737,2015,2,Turbofan,162,5700,7.43,4925.72,10,Africa,100123998.47
Boeing 737,2010,2,Turbofan,162,5700,14.68,3716.46,15,Africa,104090482.3
Boeing 737,2004,2,Turbofan,162,5700,3.3,2275.49,21,Europe,67097865.41
Airbus A350,2019,2,Turbofan,350,14800,8.74,2252.87,6,North America,811726185.35
Bombardier CRJ200,2000,2,Turbofan,50,3000,9.95,4520.04,25,Asia,12874912.87
Boeing 777,1996,2,Turbofan,396,15600,12.51,3230.87,29,Europe,397402612.38
Boeing 777,2009,2,Turbofan,396,15600,4.64,3870.54,16,Europe,550360837.18
Airbus A320,2020,2,Turbofan,180,6300,8.39,3237.66,5,Europe,142801717.94
Boeing 777,2022,2,Turbofan,396,15600,6.11,2934.82,3,Australia,824989265.24
Boeing 737,1995,2,Turbofan,162,5700,7.16,2742.83,30,South America,60111606.77
Cessna 172,1998,1,Piston,4,1285,30.42,4722.9,27,South America,256674.68
Cessna 172,2014,1,Piston,4,1285,16.42,1934.17,11,Asia,265314.59
Boeing 777,2003,2,Turbofan,396,15600,9.39,4958.26,22,Asia,501157866.92
Boeing 737,2016,2,Turbofan,162,5700,8.89,790.72,9,Asia,102779373.72
Airbus A350,2016,2,Turbofan,350,14800,12.35,1729.94,9,Asia,654236240.67
Airbus A320,2020,2,Turbofan,180,6300,14.93,1440.82,5,Asia,149035624.58
Cessna 172,2014,1,Piston,4,1285,39.06,3980.67,11,Asia,374794.08
Boeing 737,2021,2,Turbofan,162,5700,10.06,3442.63,4,Africa,96182529.72
Cessna 172,2021,1,Piston,4,1285,13.3,3672.43,4,Africa,373755.27
Boeing 777,2023,2,Turbofan,396,15600,4.24,1672.83,2,South America,640234022.92
Airbus A350,2008,2,Turbofan,350,14800,6.76,1125.17,17,Australia,483013819.24
Airbus A320,2023,2,Turbofan,180,6300,11.95,4759.06,2,Africa,156549207.06
Cessna 172,1996,1,Piston,4,1285,16.91,3788.83,29,North America,228268.58
Bombardier CRJ200,2009,2,Turbofan,50,3000,11.72,4921.11,16,Africa,21527018.21
Airbus A320,2009,2,Turbofan,180,6300,13.06,3090.93,16,South America,105840585.0
Boeing 777,2020,2,Turbofan,396,15600,10.17,1717.41,5,Australia,729184191.76
Airbus A320,2004,2,Turbofan,180,6300,3.39,1477.15,21,North America,102568589.13
Airbus A320,2003,2,Turbofan,180,6300,2.81,1087.08,22,Australia,92737377.94
Boeing 737,2007,2,Turbofan,162,5700,11.19,1943.89,18,North America,79093550.61
Airbus A350,2014,2,Turbofan,350,14800,6.72,3693.95,11,Europe,615062798.9
Airbus A350,2006,2,Turbofan,350,14800,6.61,2025.37,19,Africa,569659293.44
Bombardier CRJ200,2008,2,Turbofan,50,3000,9.71,784.17,17,Africa,17822560.59
Airbus A350,2009,2,Turbofan,350,14800,5.41,4787.69,16,North America,584796074.81
Boeing 777,2000,2,Turbofan,396,15600,11.59,1574.49,25,Australia,393996202.18
Airbus A320,2022,2,Turbofan,180,6300,4.12,1757.88,3,South America,116696419.58
Boeing 777,2009,2,Turbofan,396,15600,8.03,2669.37,16,South America,608315199.07
Airbus A350,2003,2,Turbofan,350,14800,9.88,3217.53,22,Australia,448132811.71
Airbus A320,2010,2,Turbofan,180,6300,8.53,2364.35,15,Asia,119606809.09
Cessna 172,2021,1,Piston,4,1285,17.76,2849.38,4,Africa,435582.63
Boeing 777,2019,2,Turbofan,396,15600,3.12,1236.68,6,Africa,752739428.64
Boeing 777,2015,2,Turbofan,396,15600,12.6,1948.6,10,Europe,730587422.15
Bombardier CRJ200,2004,2,Turbofan,50,3000,13.3,2974.95,21,South America,15738952.09
Cessna 172,2022,1,Piston,4,1285,23.09,4323.71,3,Europe,460185.72
Boeing 777,2023,2,Turbofan,396,15600,13.64,2028.07,2,South America,905593651.25
Airbus A320,2021,2,Turbofan,180,6300,14.33,1564.9,4,Africa,145103531.64
Airbus A350,2000,2,Turbofan,350,14800,13.4,4554.67,25,Africa,366403164.92
Boeing 777,2019,2,Turbofan,396,15600,4.4,3784.99,6,South America,715629044.65
Cessna 172,2020,1,Piston,4,1285,36.53,2059.88,5,Asia,470552.07
Boeing 737,2001,2,Turbofan,162,5700,6.16,1111.58,24,Asia,70493949.46
Boeing 777,2002,2,Turbofan,396,15600,13.69,2038.94,23,Europe,394936248.41
Cessna 172,2000,1,Piston,4,1285,10.89,1170.9,25,South America,245173.0
Airbus A350,2010,2,Turbofan,350,14800,3.4,1484.76,15,North America,533698554.52
Cessna 172,2006,1,Piston,4,1285,44.32,779.11,19,Europe,310778.89
Cessna 172,2015,1,Piston,4,1285,17.83,1911.64,10,Australia,390874.37
Airbus A350,1997,2,Turbofan,350,14800,11.96,695.96,28,Australia,373609973.45
Airbus A320,2008,2,Turbofan,180,6300,10.7,4607.97,17,Asia,105286733.5
Airbus A350,2004,2,Turbofan,350,14800,7.55,4639.52,21,Africa,495975171.33
Bombardier CRJ200,2003,2,Turbofan,50,3000,3.99,2389.94,22,Africa,12231353.5
Cessna 172,2016,1,Piston,4,1285,37.64,2612.42,9,Europe,366392.63
Bombardier CRJ200,2016,2,Turbofan,50,3000,7.37,4038.32,9,North America,20916179.51
Cessna 172,1999,1,Piston,4,1285,39.79,3681.05,26,Australia,321796.86
Boeing 777,1998,2,Turbofan,396,15600,4.51,4762.62,27,Australia,353455712.8
Boeing 737,2002,2,Turbofan,162,5700,3.71,3318.64,23,South America,66224069.55
Cessna 172,2006,1,Piston,4,1285,43.23,4698.3,19,Europe,340550.92
Boeing 777,1996,2,Turbofan,396,15600,11.12,2746.92,29,Europe,475320816.13
Cessna 172,1997,1,Piston,4,1285,28.48,1989.39,28,South America,245503.05
Boeing 737,2011,2,Turbofan,162,5700,6.65,851.55,14,North America,98450710.11
Airbus A320,1999,2,Turbofan,180,6300,4.41,3229.8,26,North America,77912619.68
Airbus A350,2007,2,Turbofan,350,14800,10.69,1781.09,18,North America,516476547.49
Boeing 737,1997,2,Turbofan,162,5700,2.65,1896.4,28,Australia,60196188.25
Bombardier CRJ200,2009,2,Turbofan,50,3000,2.97,783.97,16,Australia,18952623.53
Boeing 737,2001,2,Turbofan,162,5700,4.31,1632.91,24,South America,66029149.43
Boeing 737,2016,2,Turbofan,162,5700,10.94,2717.96,9,Asia,121288950.17
Boeing 777,2004,2,Turbofan,396,15600,4.97,4661.7,21,Europe,575397980.44
Airbus A350,2004,2,Turbofan,350,14800,13.49,2721.74,21,Africa,491316806.87
Boeing 737,2023,2,Turbofan,162,5700,4.47,1669.46,2,North America,110580111.7
Bombardier CRJ200,2004,2,Turbofan,50,3000,9.98,2564.61,21,North America,13734019.06
Boeing 777,2012,2,Turbofan,396,15600,14.29,3261.02,13,Africa,555479349.6
Airbus A350,2001,2,Turbofan,350,14800,12.18,3536.34,24,Europe,359432985.37
Boeing 777,1996,2,Turbofan,396,15600,12.49,2544.2,29,South America,365484985.84
Airbus A320,2011,2,Turbofan,180,6300,13.01,2553.35,14,North America,107582882.21
Boeing 777,2012,2,Turbofan,396,15600,14.64,4604.14,13,Asia,651957128.33
Cessna 172,1995,1,Piston,4,1285,42.24,2173.46,30,Asia,239090.45
Boeing 737,2001,2,Turbofan,162,5700,3.9,2693.82,24,South America,66747687.95
Bombardier CRJ200,2009,2,Turbofan,50,3000,4.5,3191.21,16,Australia,19302070.7
Boeing 777,2022,2,Turbofan,396,15600,2.62,1493.17,3,Asia,722569994.1
Airbus A350,2023,2,Turbofan,350,14800,6.26,3821.19,2,Europe,746032626.48
Boeing 737,2004,2,Turbofan,162,5700,12.31,1783.38,21,North America,85253601.32
Bombardier CRJ200,2013,2,Turbofan,50,3000,12.13,4719.82,12,Europe,16582375.05
Airbus A350,2018,2,Turbofan,350,14800,7.03,4136.05,7,Australia,643842492.76
Airbus A320,2010,2,Turbofan,180,6300,6.33,4208.67,15,North America,128815551.99
Bombardier CRJ200,2023,2,Turbofan,50,3000,10.0,2480.6,2,South America,24855266.27
Boeing 737,2008,2,Turbofan,162,5700,13.25,4277.27,17,Europe,113264791.67
Airbus A320,2014,2,Turbofan,180,6300,12.69,2321.26,11,South America,119596975.93
Airbus A350,2020,2,Turbofan,350,14800,13.21,1486.15,5,South America,679563089.98
Boeing 777,2018,2,Turbofan,396,15600,12.85,2392.3,7,Africa,749308882.08
Cessna 172,2020,1,Piston,4,1285,42.56,3969.53,5,North America,437085.56
Airbus A320,2007,2,Turbofan,180,6300,4.04,1966.78,18,North America,106989677.1
Boeing 777,1995,2,Turbofan,396,15600,9.01,3689.3,30,South America,378337109.1
Boeing 737,2021,2,Turbofan,162,5700,2.52,3446.85,4,Australia,131648417.25
Boeing 777,1998,2,Turbofan,396,15600,11.32,3243.12,27,Europe,348229124.21
Airbus A350,2002,2,Turbofan,350,14800,5.28,1955.96,23,Australia,462270120.55
Boeing 737,2019,2,Turbofan,162,5700,14.8,1078.56,6,Africa,128377214.55
Boeing 737,2023,2,Turbofan,162,5700,8.51,3236.28,2,Australia,137379546.47
Cessna 172,2003,1,Piston,4,1285,36.05,1483.12,22,Australia,294044.03
Bombardier CRJ200,2018,2,Turbofan,50,3000,6.65,3944.56,7,Australia,20511175.61
Boeing 737,2016,2,Turbofan,162,5700,2.44,3911.62,9,North America,121398985.61
Bombardier CRJ200,2000,2,Turbofan,50,3000,14.6,2980.24,25,Africa,12124435.73
Boeing 777,2010,2,Turbofan,396,15600,9.39,4430.04,15,North America,582874091.68
Airbus A350,1999,2,Turbofan,350,14800,3.47,2232.95,26,Africa,388944752.73
Boeing 777,2014,2,Turbofan,396,15600,6.55,1773.18,11,Australia,695241295.42
Boeing 777,2006,2,Turbofan,396,15600,5.95,4925.37,19,Africa,544703316.61
Airbus A350,2000,2,Turbofan,350,14800,8.65,4711.16,25,Africa,380681812.32
Airbus A350,2009,2,Turbofan,350,14800,6.88,511.35,16,Africa,525295613.09
Airbus A350,2006,2,Turbofan,350,14800,9.24,2443.66,19,Asia,545077195.42
Airbus A320,2000,2,Turbofan,180,6300,12.68,1887.6,25,Africa,86746711.07
Airbus A350,2005,2,Turbofan,350,14800,9.49,4634.08,20,Europe,390437302.06
Boeing 777,2015,2,Turbofan,396,15600,7.42,3678.71,10,North America,717024744.68
Cessna 172,2011,1,Piston,4,1285,18.33,3308.09,14,Africa,314342.54
Bombardier CRJ200,2010,2,Turbofan,50,3000,2.1,812.38,15,South America,17555263.94
Cessna 172,2011,1,Piston,4,1285,34.38,3241.61,14,Europe,352334.15
Airbus A350,2011,2,Turbofan,350,14800,2.69,1246.23,14,Asia,536718050.79
Boeing 777,2020,2,Turbofan,396,15600,5.48,1362.22,5,Europe,818397502.64
Boeing 777,2020,2,Turbofan,396,15600,10.8,1480.21,5,North America,656878058.61
Bombardier CRJ200,2019,2,Turbofan,50,3000,3.91,910.09,6,Africa,24047754.77
Airbus A320,2013,2,Turbofan,180,6300,10.79,3427.16,12,North America,143369831.28
Boeing 777,2003,2,Turbofan,396,15600,9.07,1162.04,22,Australia,546792176.96
Airbus A320,2003,2,Turbofan,180,6300,7.75,2237.31,22,South America,83842982.9
Airbus A350,2003,2,Turbofan,350,14800,3.54,4908.51,22,Africa,468793329.66
Bombardier CRJ200,2010,2,Turbofan,50,3000,9.88,3136.86,15,North America,17387579.97
Cessna 172,2001,1,Piston,4,1285,23.76,1402.63,24,South America,238087.71
Boeing 777,2020,2,Turbofan,396,15600,11.77,2024.79,5,South America,696920336.69
Airbus A320,2017,2,Turbofan,180,6300,3.1,4877.92,8,South America,147743781.26
Airbus A320,1995,2,Turbofan,180,6300,9.74,808.26,30,Africa,75601134.07
Cessna 172,2010,1,Piston,4,1285,21.59,3213.03,15,Asia,314047.69
Boeing 777,2012,2,Turbofan,396,15600,8.35,2448.26,13,Asia,618745508.37
Airbus A350,2009,2,Turbofan,350,14800,10.54,1305.28,16,South America,494346325.72
Bombardier CRJ200,1997,2,Turbofan,50,3000,10.48,4974.94,28,Asia,10315342.06
Airbus A350,2004,2,Turbofan,350,14800,13.84,1906.61,21,Europe,541357034.36
Boeing 737,2010,2,Turbofan,162,5700,11.95,1096.06,15,Europe,86820243.35
Airbus A320,2020,2,Turbofan,180,6300,3.62,4185.27,5,Asia,147220010.33
Boeing 777,2002,2,Turbofan,396,15600,9.57,1607.33,23,South America,495117612.0
Airbus A350,2015,2,Turbofan,350,14800,4.68,2389.7,10,Europe,739870716.06
Boeing 777,2000,2,Turbofan,396,15600,6.33,819.11,25,Africa,392820995.3
Boeing 777,2018,2,Turbofan,396,15600,11.74,580.08,7,South America,675995506.3
Airbus A320,2021,2,Turbofan,180,6300,2.29,4841.32,4,Europe,153134499.42
Cessna 172,2018,1,Piston,4,1285,41.05,3154.82,7,Asia,353753.7
Airbus A320,2013,2,Turbofan,180,6300,12.05,2342.21,12,South America,146226532.4
Boeing 777,1995,2,Turbofan,396,15600,3.73,956.34,30,Africa,362965714.27
Bombardier CRJ200,2021,2,Turbofan,50,3000,4.1,3704.49,4,Africa,20756207.79
Boeing 737,2003,2,Turbofan,162,5700,9.75,558.61,22,Africa,77265276.07
Airbus A320,2008,2,Turbofan,180,6300,10.75,4023.15,17,Australia,116191943.67
Airbus A350,2015,2,Turbofan,350,14800,11.34,2738.46,10,Europe,592898036.88
Cessna 172,2008,1,Piston,4,1285,18.95,2012.59,17,North America,317537.85
Boeing 737,1997,2,Turbofan,162,5700,13.51,2534.78,28,Africa,55792568.88
Cessna 172,2009,1,Piston,4,1285,44.43,2909.52,16,North America,369550.19
